ts,ms,status
2025-11-20T10:19:44+08:00,32,200
2025-11-20T10:19:44+08:00,30,200
2025-11-20T10:19:44+08:00,30,200
2025-11-20T10:19:45+08:00,31,200
2025-11-20T10:19:45+08:00,30,200
2025-11-20T10:19:45+08:00,31,200
2025-11-20T10:19:45+08:00,32,200
2025-11-20T10:19:46+08:00,30,200
2025-11-20T10:19:46+08:00,29,200
2025-11-20T10:19:46+08:00,32,200
2025-11-20T10:19:46+08:00,30,200
2025-11-20T10:19:47+08:00,31,200
2025-11-20T10:19:47+08:00,30,200
2025-11-20T10:19:47+08:00,30,200
2025-11-20T10:19:47+08:00,31,200
2025-11-20T10:19:48+08:00,31,200
2025-11-20T10:19:48+08:00,32,200
2025-11-20T10:19:48+08:00,29,200
2025-11-20T10:19:49+08:00,31,200
2025-11-20T10:19:49+08:00,32,200
2025-11-20T10:19:49+08:00,30,200
2025-11-20T10:19:49+08:00,31,200
2025-11-20T10:19:50+08:00,31,200
2025-11-20T10:19:50+08:00,29,200
2025-11-20T10:19:50+08:00,31,200
2025-11-20T10:19:50+08:00,31,200
2025-11-20T10:19:51+08:00,30,200
2025-11-20T10:19:51+08:00,30,200
2025-11-20T10:19:51+08:00,32,200
2025-11-20T10:19:51+08:00,31,200
2025-11-20T10:19:52+08:00,32,200
2025-11-20T10:19:52+08:00,31,200
2025-11-20T10:19:52+08:00,32,200
2025-11-20T10:19:52+08:00,30,200
2025-11-20T10:19:53+08:00,31,200
2025-11-20T10:19:53+08:00,32,200
2025-11-20T10:19:53+08:00,30,200
2025-11-20T10:19:54+08:00,30,200
2025-11-20T10:19:54+08:00,31,200
2025-11-20T10:19:54+08:00,31,200
2025-11-20T10:19:54+08:00,32,200
2025-11-20T10:19:55+08:00,32,200
2025-11-20T10:19:55+08:00,30,200
2025-11-20T10:19:55+08:00,31,200
2025-11-20T10:19:55+08:00,30,200
2025-11-20T10:19:56+08:00,31,200
2025-11-20T10:19:56+08:00,30,200
2025-11-20T10:19:56+08:00,30,200
2025-11-20T10:19:56+08:00,31,200
2025-11-20T10:19:57+08:00,30,200
2025-11-20T10:19:57+08:00,29,200
2025-11-20T10:19:57+08:00,30,200
2025-11-20T10:19:58+08:00,31,200
2025-11-20T10:19:58+08:00,31,200
2025-11-20T10:19:58+08:00,30,200
2025-11-20T10:19:58+08:00,31,200
2025-11-20T10:19:59+08:00,30,200
2025-11-20T10:19:59+08:00,30,200
2025-11-20T10:19:59+08:00,31,200
2025-11-20T10:19:59+08:00,31,200
